date,dprice_1,dprice_2,dprice_3,dprice_4,dprice_5,dprice_6,dprice_7,dprice_8,dprice_9,dprice_10,dprice_11,dprice_12,dprice_13,dprice_14,dprice_15,dprice_16,dprice_17,dprice_18,dprice_19,dprice_20,dprice_21,dprice_22,dprice_23,dprice_24,dprice_25,dprice_26,dprice_27,dprice_28,dprice_29,dprice_30,dprice_31,dprice_32,dprice_33,dprice_34
17-Aug-2012,104.405,105.215,102.054,107.328,102.229,104.628,110.009,109.416,109.162,109.628,106.948,111.402,106.745,103.584,118.254,110.943,103.742,111.646,105.865,108.06,116.322,114.33,119.668,121.984,119.703,117.469,117.322,111.156,112.507,113.893,126.694,120.018,117.638,133.672
20-Aug-2012,104.419,105.222,102.246,107.103,102.225,104.624,110.399,107.437,109.161,109.656,107.294,111.389,106.745,103.584,119.237,111.019,103.794,111.651,106.437,107.81,116.221,114.145,119.269,119.464,119.891,117.464,117.889,111.33,112.414,113.924,130.074,119.986,118.276,133.337
21-Aug-2012,104.465,105.216,102.307,107.01,102.042,104.606,110.461,109.463,109.362,109.802,105.811,111.788,106.711,103.584,119.237,111.446,103.586,111.616,104.985,108.332,116.598,115.045,120.103,119.522,119.861,117.466,117.896,111.4,112.361,114.477,129.415,120.348,117.277,133.453
22-Aug-2012,102.047,105.254,102.326,107.225,102.192,104.641,110.581,108.932,109.426,110.447,106.917,111.488,107.259,103.584,119.047,111.446,104.148,112.039,106.304,108.365,115.544,115.545,120.255,118.522,120.531,118.753,118.714,111.9,112.752,114.924,129.788,121.768,119.86,133.604
23-Aug-2012,104.41,105.264,102.114,107.07,102.296,104.678,110.626,109.173,109.27,109.856,107.179,111.997,107.014,103.584,119.292,111.446,103.032,112.056,106.313,108.469,115.32,115.754,120.317,120.126,120.871,118.831,118.663,111.969,113.512,115.397,130.556,122.805,119.37,135.118
24-Aug-2012,104.423,105.271,102.262,107.237,102.17,104.67,110.565,109.151,109.3,109.816,106.877,112.053,106.8,103.584,119.234,110.847,104.075,112.247,106.362,108.039,116.573,115.334,120.135,119.912,120.943,118.792,118.837,110.683,112.941,114.764,130.399,120.174,119.376,132.523
27-Aug-2012,104.332,105.268,102.267,107.388,102.162,104.673,110.371,109.153,109.041,109.95,106.808,111.683,106.843,103.706,119.985,111.55,104.095,112.869,106.345,108.707,116.141,115.614,119.878,119.848,121.184,119.352,120.999,112.432,113.036,115.15,132.305,121.393,121.541,135.774
28-Aug-2012,104.26,105.279,102.351,107.655,102.054,104.672,110.439,109.174,109.305,109.84,106.286,111.954,107.601,103.706,118.994,111.315,104.098,111.711,106.485,110.215,117.242,115.772,120.168,120.254,120.568,118.968,120.954,114.505,113.625,115.116,132.135,122.893,121.059,135.987
29-Aug-2012,104.312,105.283,102.403,107.67,102.374,104.671,110.604,109.244,109.43,110.339,107.416,109.781,107.385,103.706,118.906,111.579,104.154,112.29,106.652,109.101,116.676,114.683,120.199,119.998,121.475,119.131,119.194,112.086,113.631,115.371,130.969,122.139,120.241,135.737
30-Aug-2012,104.316,105.312,102.276,107.559,101.984,104.689,110.602,109.287,109.5,109.788,107.277,109.666,107.408,103.845,119.3,111.579,104.177,111.201,107.105,108.766,116.337,115.795,120.51,120.065,121.527,119.499,118.98,112.553,113.477,115.616,131.827,122.498,118.761,134.734
31-Aug-2012,104.425,105.319,102.38,107.466,102.399,104.738,110.609,109.569,109.121,110.001,106.597,109.283,107.374,103.845,119.988,110.525,104.325,112.501,106.847,107.918,117.134,115.405,120.842,121.007,121.935,119.784,121.75,113.04,113.873,116.244,133.751,124.66,122.045,137.689
04-Sep-2012,104.511,105.326,102.332,107.516,102.28,104.823,110.578,109.307,109.126,110.18,107.251,109.544,107.42,103.984,119.578,111.595,104.196,112.438,106.786,109.153,117.38,116.107,120.632,120.252,121.713,119.521,121.75,112.971,113.267,114.908,130.498,123.402,121.629,137.284
05-Sep-2012,104.528,105.355,102.401,107.318,102.24,104.814,110.593,109.02,109.579,109.609,107.284,109.546,107.465,104.233,119.833,111.995,103.857,111.061,107.149,108.718,117.222,115.821,120.476,120.443,121.646,119.519,121.75,112.579,111.639,114.622,132.421,124.637,121.402,136.64
06-Sep-2012,104.455,105.356,102.298,106.945,102.207,104.78,109.75,109.716,109.594,109.935,107.228,109.331,107.332,104.378,118.433,111.673,103.962,112.125,106.605,108.789,117.705,115.345,120.244,120.185,121.36,119.259,119.608,112.105,112.671,114.794,131.643,122.233,119.914,135.371
07-Sep-2012,104.567,105.359,102.294,106.945,102.416,104.813,110.435,109.704,109.854,110.202,107.187,109.35,107.76,104.378,119.865,111.572,104.572,112.628,107.433,108.903,115.978,116.346,120.686,120.502,121.488,118.478,120.579,113.503,111.916,115.075,132.082,122.829,121.327,134.684
10-Sep-2012,104.54,105.369,102.368,107.604,102.223,104.804,110.662,109.707,108.883,110.062,107.175,109.488,107.345,104.341,119.86,111.572,104.41,111.763,106.891,108.195,116.886,116.351,120.884,118.981,121.11,119.058,122.554,112.677,111.819,114.234,129.243,122.04,120.064,134.684
11-Sep-2012,104.519,105.381,102.384,107.46,102.372,104.805,110.59,109.73,109.791,110.059,107.248,109.69,107.352,104.433,118.835,111.819,104.571,112.316,106.88,108.718,117.448,115.068,120.673,120.388,120.513,116.148,119.913,111.855,112.634,114.129,129.643,122.882,120.302,135.261
12-Sep-2012,104.413,105.391,101.327,107.623,102.396,104.833,110.681,109.824,109.651,107.634,107.42,109.675,106.976,104.492,114.906,109.466,104.456,112.726,107.071,108.889,117.092,116.273,117.757,120.125,121.519,118.254,119.399,109.806,112.537,114.262,129.22,123.673,119.528,134.571
13-Sep-2012,104.576,105.412,101.517,107.578,102.411,104.871,110.542,109.751,110.054,106.977,107.322,109.43,107.854,104.492,116.411,112.088,104.553,112.694,107.196,109.014,117.06,116.045,117.827,120.464,121.499,119.117,120.378,109.831,112.913,113.965,125.792,123.53,120.347,135.612
14-Sep-2012,104.387,105.414,101.434,107.798,102.375,104.843,110.49,109.827,109.346,107.72,107.202,109.843,107.736,104.492,116.411,111.863,104.729,112.522,107.167,109.122,117.254,116.464,118.007,120.423,120.672,118.051,118.155,109.627,114.004,113.64,127.355,122.094,117.572,134.527
17-Sep-2012,104.52,105.409,101.465,104.597,102.33,104.864,110.613,109.768,109.638,107.594,107.578,109.477,107.668,104.508,115.236,111.841,104.266,112.503,107.023,109.195,117.352,116.425,118.084,120.406,121.051,119.055,119.057,109.805,112.963,113.433,127.671,123.335,119.871,134.908
18-Sep-2012,104.492,105.407,101.427,104.597,102.282,104.866,110.574,109.775,109.519,106.727,107.283,109.57,107.547,104.508,115.236,109.243,104.539,112.729,107.006,108.669,117.702,115.949,118.147,120.067,120.967,118.85,118.801,109.661,112.374,113.222,127.021,123.048,119.752,134.877
19-Sep-2012,104.491,105.407,101.463,104.76,102.242,104.857,110.578,109.756,109.756,106.694,106.419,109.01,107.426,104.508,115.246,109.581,104.486,112.571,107.056,109.756,117.208,116.404,117.936,121.956,121.209,119.352,121.445,109.394,112.584,113.506,128.22,124.337,119.36,135.165
20-Sep-2012,104.43,105.407,101.434,104.375,102.34,104.829,110.435,109.256,109.574,107.668,107.256,109.577,107.463,104.508,113.876,109.48,104.266,112.35,106.535,108.932,117.156,116.093,117.798,120.256,121.583,120.455,118.674,109.56,112.462,112.541,127.405,121.847,120.044,134.42
21-Sep-2012,104.494,105.363,101.472,104.746,102.399,104.826,110.531,109.258,109.975,107.905,107.367,109.604,107.463,104.508,113.876,109.546,102.496,112.922,106.985,109.114,117.277,117.502,117.832,120.576,121.446,119.019,119.402,109.396,112.723,113.613,128.084,122.914,120.309,135.162
24-Sep-2012,104.181,105.377,101.386,104.865,102.247,104.831,110.401,109.578,109.184,107.77,107.363,109.81,106.904,104.069,116.203,109.769,104.556,112.749,106.97,108.372,117.616,116.266,117.71,120.584,121.728,120.923,118.035,109.581,111.801,113.596,127.176,123.659,118.997,135.077
25-Sep-2012,103.61,105.392,101.439,104.937,102.342,104.812,110.52,109.558,109.722,107.666,107.343,109.425,107.514,104.614,116.203,109.655,104.239,112.739,106.705,109.389,116.901,115.943,118.253,120.291,121.938,118.797,119.298,109.671,112.533,113.43,127.994,125.425,120.161,135.318
