Y_h
1466832.8955879952
-5023974.025707797
11162662.25706601
12225098.35192451
-6092840.789508082
-895687.5698620544
3502198.9321384337
13062080.912588203
-9004725.743053628
-6621655.3604892045
16794490.50670706
773509.6596010353
15471760.623087086
-593068.8095888197
-2935076.2130339285
20589152.29635478
20830745.59118613
5830747.611430556
-480943.05353550485
6181359.881630394
2743905.483103617
-2411043.2294406383
-3463590.130409817
22388948.64962448
22897925.72009454
-2414147.6909168274
7024221.190179893
-4599801.273133299
14108843.615174944
11882296.670393037
11148461.527869046
12965069.724009845
5318837.780562615
-2714830.5804443946
-5500669.738506615
11348509.207120659
18915932.12804109
25304910.07189678
31949205.3381833
18598829.02910408
14240352.234835384
-2590656.123587178
337912.7178476388
7516071.535257328
10197112.065401608
22977662.716931842
13729352.444463756
24934256.432852533
16262216.563006414
10169052.586167958
14138624.330128202
4836381.982537118
12592307.068115547
4355310.367224242
17133668.42331321
-3437193.274790805
1329268.090602904
7910199.971925504
7132875.087551789
3781635.919704094
15913037.620522637
10996742.632256523
9431528.568677498
3039922.24542704
21485361.558700837
20126826.143025015
2738275.2995749894
5821609.029431153
23382210.353884056
7067674.749258372
78426.40591114381
-7544943.317964611
21033016.49364168
-1679103.470402372
12126325.511605496
-13989986.368774628
-5051372.990518932
6527760.570381954
-15227721.876484888
9236963.81748355
15437609.074275026
1272613.7398392274
20921107.63334756
-5102474.197768789
4226400.266996108
-2899534.9947990384
7709001.188339935
-8178200.598037984
-1093629.8493106063
-1326344.2682473725
21150299.08119054
-2333736.476544933
12808875.26461435
18696016.02947801
2649746.6166843623
14473119.929345947
3815587.3306370676
5985462.288678218
3835348.3925832715
1463723.6392747657
20915822.322183944
-6180593.451620356
15586036.252863511
3286043.075984937
4796731.3019408705
27029753.330413092
1671397.2532383506
1720713.498023599
-3762211.265340105
6929809.558956179
-18786014.852818646
14667235.316668019
10352577.142845819
22543449.537893724
21765080.32607142
13690930.527336424
20655641.187036384
-4172455.5277121365
-14940336.324260917
10381176.442733068
3470048.763427808
9316057.894574547
2485652.9261439373
-9180534.323851375
6677215.229769389
8123150.382379015
5323940.281490907
2321654.3955443613
8429278.160408972
4037174.1284234487
6303274.311844533
14881237.983936464
13739493.520257458
21451959.373892415
18699772.577406205
10156542.89246889
6805649.685910573
-10562041.293396775
-16604088.09952889
7993368.5036932705
-13508356.74577141
12377584.375837687
15230729.510640815
15411306.373575855
-7034059.589295061
8523607.141971657
-107368.08588191029
18653781.630239256
4873102.08667145
551850.7005368944
653447.0164973929
2291203.9128131126
1168622.5426127748
-7210103.305157081
-4125214.4355093203
17617077.277617425
5667293.150124833
5534413.402359991
11468582.653605364
14522602.723861907
2277011.069031712
-2190956.407393477
13447733.526858209
7250399.007378508
10335130.983544478
-6764823.232339544
-6763968.57518031
3471396.528898389
13452974.032364422
11717090.039548844
-8063787.858606462
20090661.904279284
10618588.834116794
20815516.071853243
22026414.636527106
-1644230.3637961112
13329746.505249431
-15472932.05660302
849708.0313729162
