Y_h
23042105.384763118
12166510.971931424
6842701.798925093
-4180159.695889737
-6009449.050741852
2404616.221174735
13724713.278240537
-13946555.58934464
593457.8760453248
-6660783.386770946
3028154.408783622
6180132.889661938
12094662.585747592
3353870.3218316273
-2070793.7382063426
656340.809991942
6116080.376364378
13640367.217080465
23378755.209424514
21055480.91716753
16202983.885926602
7175476.017650084
7293692.459067142
-18703738.02122914
7858348.0868930835
8198056.877715883
-6138968.682643975
24321605.329785727
8705127.669062806
8502933.495325927
-7586089.107232461
7046052.144185142
20277697.496834554
-9768486.437547466
-2953289.399414429
26123091.93453727
16216995.483173212
9667415.816376893
5331266.108816162
20526.126493897173
-5291264.716472043
11686864.483771298
-4641339.856338968
-1333401.9897267167
-2125530.6412762627
-6431570.222590329
5135726.412644789
3272089.3951375857
18554386.53724462
-1653393.394999115
1229634.7589359265
-5553532.645428552
5921110.668738838
16600294.523383452
-5214037.525654608
12414077.412224589
11164153.824018164
-9835718.31950625
-12839972.026924554
30024566.42224585
1995761.35122439
-18367052.145887323
10281693.716552751
-484406.0347506129
-7438997.088696051
3117741.3600968723
-2453717.14595804
14032343.445684826
3105139.0993345287
11421773.001200473
15242316.06735695
3554068.846389433
-9117139.890740884
9160660.53215892
-6726599.6004533535
5796202.643472501
1790198.1531874686
-210841.9580296616
-8349237.831184703
-10792187.576016726
5593557.568840915
3253581.7037360803
27787534.569001045
1662796.2804882568
8891305.63641585
373040.27269230917
-649740.481075479
-13198609.664465023
-9130613.497638894
10681346.227084288
13606751.435111355
-1589267.762654711
6673888.483882051
3291444.246299556
-4938024.640329868
11301030.523902396
-1819584.6909276908
6111010.125202916
-7951953.924680803
-10923872.550084919
21248450.248174615
13175760.301759286
-4630178.280825172
-104525.02694921521
-7153610.3412499465
9151371.504369784
-9408811.4638763
761726.9717840336
29746232.55780002
22113725.48910886
5409727.858497689
16274084.869432272
36055108.7376054
-1050740.3743523974
16878309.74731651
3480811.152827419
4884457.476279244
-752270.9144238755
14529720.028034762
11648887.865277974
-439503.7718766711
10531765.762942765
22906163.589691706
-11341021.978803787
-15570817.506743124
14252393.534111165
19760159.060680132
309623.8887559059
7052428.799113764
-9174919.844392708
23092670.394001547
9374069.090762679
5550497.120122785
1834163.0195384573
15617147.348965853
-2896001.8498000205
19884763.775723826
2595431.8185376697
-2959002.1769765597
-8507037.266131386
-8627474.216864679
7361253.514337083
-1781088.641612961
25026262.62360153
3300089.755261537
23633606.43393888
11428013.274275182
10697238.62927593
20804539.94230076
4692563.599903569
-326678.0875889254
-5865740.312774557
17267461.87529438
12429437.052286267
5060525.850354748
-474532.60146701394
15539746.265477333
13066046.447038595
-2085978.625015332
8861930.325138038
16925182.69129145
8074458.076900786
21762953.893175792
11991739.078588152
-5342266.785975154
-11113500.362122307
28345267.80057734
-5114471.090598311
15460270.920504428
1146863.3542535487
-11962446.3183117
-1028097.0504081175
-724385.8412342148
5490067.845478091
14990088.453121703
10672044.841658738
7273402.863127796
29087285.801535062
10550356.278322417
5782081.913201147
-13086142.57377321
-8269386.459971518
-5740353.951707931
30381097.823091466
6117073.759948495
852859.1826421756
28436380.36712978
-10347151.696105765
17572145.545016542
5325937.810978195
3737746.8831285005
5241005.62231113
12026542.955740232
-2172654.279253221
19747746.906255677
7459500.553461852
-4864565.974916073
1344901.6792727094
8943196.542420419
15647627.981936814
27735862.585447095
8632468.890515182
-1274959.0581423515
5821775.3667856995
12691208.086484
-3703945.886263469
11217535.243817484
3255206.0424814494
10898491.309712574
893243.9708644435
-26142110.89554002
-9823911.981340513
25682652.45245147
-8447137.319745
1339237.4597207687
5633379.001888587
11112969.638068857
11294653.243746271
7411067.508171467
-8548712.574333578
13132940.56782037
11053082.537640927
5656245.552780643
6174047.39866113
10286431.200638203
10701600.189792618
6518378.574431002
18438516.954650987
-4528750.026241047
16988406.227542475
17537763.71448559
14906885.54390589
-1419816.6167541672
2772416.1664286177
9175654.079144008
12686029.870687224
-1398598.908744826
10513493.553785508
-2325120.822130308
16319266.207717864
18637024.875199348
-1077074.3004167737
28576331.76953333
3960798.613895196
10610526.124060774
-1799178.2982601519
-3360461.6551134717
6353870.18744567
-4172347.5631696195
13319299.581063429
199965.61282652878
11604851.991555583
16595267.048973031
-3321488.568254
-8205497.547074842
-9150931.359210242
-5991685.261926525
11567186.770015249
4615145.446299338
10889046.880723603
8371789.699982921
3037285.0371307274
10969503.990265775
-14891645.839869134
-20891039.245918833
8030657.792948337
-1562127.0552975913
9544360.349416796
22874264.96253591
24206647.271609496
-13741616.453523826
218706.8768330781
-56329403.42646347
5646111.7368200235
1750026.3854588158
22788957.17883634
-7327037.124942602
32494713.88492098
9078812.410441611
20077453.531705838
15269176.375689192
7660844.666940766
-5488671.796298865
-3524317.9043428204
8985733.690431692
11472336.254098695
15689010.417055622
-291906.9156914579
12167593.63259432
-3748641.282108288
12406683.70501114
-6366036.057668723
-25292052.835837036
-17793938.936329987
-9771491.822110968
1513394.4091337835
-16637169.585272562
16423998.010780435
12918757.53588429
9180122.800860278
3568784.258117647
19395193.554842267
150559.81906717416
3681785.646965447
30605426.44537676
-1315653.0327984442
7743098.1833179025
4525209.401084054
10718577.684887186
10755732.831798146
1981167.554546171
-8036510.824592899
754877.0543677697
2140443.117721696
7647666.129798928
14299796.248670334
7219106.929074883
14014896.5261932
27296493.201249085
7446617.7083185315
-11017977.619610576
