stock GE,stock JPM,stock A,stock AA,stock AAPL,S&P index,call option,put option,ge_bond,jpm_bond
2132277.0,963293.0,658548.0,2201269.0,116993.0,-0.0,309948.0,67156.0,0.0,0.0
