,stock GE_log_value,stock JPM_log_value,stock A_log_value,stock AA_log_value,stock AAPL_log_value,S&P index
sig2_207,0.00029787538712357686,0.00042523980776343226,0.0006595582146678357,0.0004840914637574084,0.000262872903490964,0.00014676007898662777
sig2_208,0.0002781904211332244,0.0003990087655747223,0.0006753861723850155,0.0005108955430198985,0.0002335365505161119,0.0001457431535369972
sig2_209,0.0002740100317048927,0.000422778031202382,0.000640030014202117,0.00047854645031489653,0.0002808449856441758,0.00014566024095008872
sig2_210,0.0002523025874307729,0.00043459087496836024,0.0006593391634178187,0.0004489216138443184,0.00024900110891505666,0.00014539616153600379
sig2_211,0.00025071599218640746,0.00043524507823733107,0.0005922166195611487,0.0004473803973701803,0.000258966818575285,0.0001440778162883121
sig2_212,0.0002446831431534352,0.0004479412006381078,0.0005308730797646434,0.00043506957513500815,0.0002282075298696174,0.00014267246657694862
sig2_213,0.00022740777097859176,0.00041459511516471557,0.00047848218473464817,0.00041240073753402473,0.00020528673932836762,0.00014135417134304037
sig2_214,0.00023065521361888286,0.0004793654153539439,0.0004366851059170793,0.00045151484318496236,0.0002078686154448819,0.0001410526076127637
sig2_215,0.00021774886984130015,0.00044521762804327735,0.0003973613824312984,0.00042506967834918876,0.00019012648011513858,0.00013964798308896756
sig2_216,0.00021085556110651528,0.00040792976087933254,0.0003679194748211386,0.00040290327726445795,0.00018113973545632076,0.00013841180216435026
sig2_217,0.00019707118064371797,0.00037284266439816807,0.0003748265211759544,0.0003995097649326443,0.00022673328848634667,0.00013715893448292617
sig2_218,0.00018534711720073099,0.00039246594308459,0.0003674023519374696,0.00038260613054375654,0.00020976448153448506,0.000135976733156164
sig2_219,0.00019322934328633767,0.00042391423513747406,0.0003558117622142182,0.00038753274089092197,0.00027949035693414833,0.0001370173985920183
sig2_220,0.00018233655975447604,0.00040583352933015537,0.00032861709652375873,0.00039487864585195225,0.00024276438459769817,0.00013593129324312168
sig2_221,0.0001725959732272507,0.0003956809352424346,0.0003231629279829768,0.0005215423135939505,0.00022889808361585464,0.0001350974975256002
sig2_222,0.00020547696070304095,0.00040431665017846586,0.00030601870767684255,0.0004872972099570606,0.00020586935592622837,0.00013480933303407387
sig2_223,0.0002655776945649093,0.00039352041834747446,0.0004950128178393615,0.0005570635052724721,0.00020090388107123864,0.00013799056989342992
sig2_224,0.0002622831672863645,0.0003917481920497048,0.00044902084948825665,0.0005259314708096525,0.00019228856701720455,0.00013712937471537824
sig2_225,0.00024191545690352664,0.00035975552092379814,0.00041569725110571524,0.0004993525014870147,0.00021737719348915405,0.00013614253074785142
sig2_226,0.00022690612424599302,0.00034995652011288886,0.00038268104027267387,0.00047503963460067785,0.00019719418824414378,0.000135110343127431
sig2_227,0.00021583082998383223,0.00033077429589582443,0.0003983655082079981,0.00044594730959660874,0.0002131548138613769,0.00013417251209371206
sig2_228,0.00020390116751523208,0.00033714766374361204,0.0003725727187710734,0.0004264209520389486,0.0002003585876424716,0.00013332676567342415
sig2_229,0.0002138130511842252,0.00031348581474424723,0.0004621201023367397,0.00044836731971394507,0.00022032491150286262,0.000133093238317846
sig2_230,0.00024482749404452044,0.0003147067070909986,0.00043319601007725436,0.00044678001993339546,0.0003652346524506654,0.00013624446396513852
sig2_231,0.0002653661633300775,0.00029649080910797176,0.00040942871570043906,0.00044244893479107605,0.000307247873296441,0.00013512741264841608
sig2_232,0.00024928442889400024,0.00028587740245120526,0.00039402564415832076,0.00043020750868228254,0.00026396421700929405,0.00013410822322317172
sig2_233,0.00023127578648391128,0.00027072672240960213,0.00038609844559056036,0.0006127477566501042,0.0002580950861844427,0.0001334304294695444
sig2_234,0.0002234088130008534,0.0002635303988531236,0.0003548174869599779,0.000567546504991981,0.00022740249134459433,0.00013247103934037945
sig2_235,0.00021997063186348427,0.0002728704629972337,0.00032837641082967493,0.0005560521657017687,0.00021477099514225683,0.00013168346471839444
sig2_236,0.00020634359658303894,0.00027637046630053536,0.0003318012428986465,0.0005279908910467214,0.00019578177712926617,0.0001312737808779303
sig2_237,0.00019747065995151826,0.0003341265566187098,0.00030883242631921966,0.0005150591595894456,0.00018408714207363168,0.00013060854732450524
sig2_238,0.0004051469510558955,0.00046466709135610317,0.00029099549607205843,0.0004808405104783731,0.0003699258460171309,0.00012984348899522196
sig2_239,0.0003678186293138827,0.0004900664638800554,0.00027386300065879057,0.00045070662911986513,0.00031498865205028723,0.00012956061319496098
sig2_240,0.0003455659041225408,0.0004622540208484271,0.0002954751474407984,0.0005157499839118933,0.00038323550137540235,0.00013153042901705735
sig2_241,0.0003149404691385317,0.00042891993640605284,0.00030395592266830587,0.0005138419038553727,0.0003190729660032282,0.00013169408571751256
sig2_242,0.00028813520286269275,0.00040184373417063876,0.0002837682973381888,0.0004919652120191919,0.0002763591540211808,0.00013085640763332696
sig2_243,0.00026511535538786216,0.0003675932745725236,0.0002665436828619376,0.0004616066254823288,0.00024878353796732296,0.00013008936838754167
sig2_244,0.0002445947220158937,0.0003673651998827911,0.0002523573652113252,0.000442935989781622,0.000220233796901706,0.0001293594267248856
sig2_245,0.0002285258186274765,0.0003386364147518397,0.00024117367676946929,0.00041732661236857185,0.00020271318366860288,0.00012864517105404456
sig2_246,0.000213822049110915,0.0003195387301154753,0.00023509513032545377,0.0004070488249099666,0.00018776775878545442,0.0001280691355389784
sig2_247,0.00020031849423278648,0.0002968291679802209,0.00023069263275318042,0.0003867755196693857,0.00019147929960268122,0.00012743562627726485
sig2_248,0.00018967671857058802,0.00027770276765636995,0.00022310264489244194,0.0004622866425788712,0.00021641122268773003,0.00012684256033796632
sig2_249,0.00018090804684051017,0.00026396809375440366,0.00021514778731069692,0.00043699451377852267,0.00020569919409766524,0.0001262804556803302
sig2_250,0.00017116911656671276,0.0002635521329262357,0.00021271829768775252,0.00042612186398570585,0.00021952790516083795,0.00012628355497105846
sig2_251,0.00016566483650188164,0.00028296266219106933,0.00020547734949042534,0.0004044799557351927,0.00020619524355696924,0.00012585792171749654
sig2_252,0.00021266682101216098,0.0005140900015402707,0.0002499463347186475,0.0004640124148177696,0.0002178330354632751,0.00012884119280062137
sig2_253,0.00021017611485895938,0.0005318946525818601,0.0002454986020330136,0.0004929717824690382,0.0002024851816102472,0.00012827855174416786
sig2_254,0.0001968660140608783,0.0004905886242185484,0.00023807372611216347,0.00046198244476644947,0.00018714050398753796,0.0001276922117206377
sig2_255,0.00018813411724944123,0.0004659376711303123,0.0002682517172761184,0.0004500842172712815,0.00019146446266482583,0.00012779973028322707
sig2_256,0.00017943552494105298,0.00045004482458190507,0.0002585295956700993,0.0004304398823156895,0.00017976613013288048,0.0001273331701331128
sig2_257,0.00018332428048886543,0.00043087437902863685,0.00025770689347782673,0.00040864704498118956,0.00017667178435166743,0.00012695708332202097
sig2_258,0.00017710722310773763,0.0004030298298270185,0.00026799913522068246,0.00042515759404187625,0.00028455159983466785,0.0001278979688343433
sig2_259,0.00016897932349675096,0.0003817973534200533,0.00025603413696185715,0.0004047864204109785,0.00024927236805959694,0.00012729661749182256
sig2_260,0.0001992924903110653,0.00036607310369422374,0.00035047494481239226,0.00043793503490559537,0.00028885881253365453,0.0001295129159743022
sig2_261,0.0001883741750596132,0.0003484061769052458,0.00032457736885161954,0.00041627381702319535,0.00025322921851638586,0.00012878825711495724
sig2_262,0.0001913884499688881,0.00033343011700412266,0.000369855984015834,0.0004698938367002465,0.00029927326319051335,0.00013030309157767745
sig2_263,0.00018800558922316048,0.00031252499380016695,0.0003423306745035637,0.0004410320235790747,0.0002657206577581522,0.00012957540324036473
sig2_264,0.00019002685776104057,0.0003411401615804414,0.0003203315159515015,0.0004188371016961119,0.0002768964157181672,0.00012888643385847076
sig2_265,0.0002043585726994955,0.00036479592938933546,0.0003566695371006103,0.0004062964965386715,0.00028133288212382475,0.00013039147267355228
sig2_266,0.00019962822926249162,0.00035154866660633695,0.0003821477438604959,0.00039745919864100454,0.00028375900144100966,0.00013168511664662632
sig2_267,0.000192265578044292,0.0003457763393369962,0.00035076343426607376,0.00038296968980881395,0.0002458944662123724,0.00013145645362056815
sig2_268,0.00018550861798229457,0.0003247905234606609,0.0003644274301421929,0.0003681977637618965,0.00021818299359752834,0.00013064714921492274
sig2_269,0.00018258316382103768,0.00032012635444428594,0.0003700931602631553,0.00036298405281090865,0.0002550956001659538,0.00013027766632081887
sig2_270,0.00023438106750974294,0.00033183909495645606,0.0004213741841788051,0.00042424267982892126,0.0002514512467696237,0.00013390263853211762
sig2_271,0.000255203481108423,0.0003834655064989421,0.0004053113273885588,0.0004971588808877674,0.00022330132255388282,0.00013443120941341658
sig2_272,0.000237596509344293,0.00035611963030971714,0.00040429347470309125,0.00047069212484017616,0.00020429776900326467,0.000133458531900903
sig2_273,0.00022304881075219788,0.00033160501137768586,0.0003805384470517277,0.0004418473950010053,0.00019196870734110544,0.00013252626315735935
sig2_274,0.0002343583714489751,0.00033107224531056165,0.0003597394820169917,0.00041918122179281575,0.00018852015060874462,0.00013162046040442825
sig2_275,0.000217567276383957,0.00036105639971225804,0.00033148124873541015,0.00039638074081454463,0.00018098469479770735,0.000130876153429799
sig2_276,0.000204273663696579,0.0003473524780448135,0.00031454688770588376,0.0003762601861085972,0.0001752025215985708,0.0001301859045941849
sig2_277,0.00027519161728315253,0.0003392121719356108,0.0003047397785953759,0.0003617888294406658,0.00016615478253350252,0.00012972995826058588
sig2_278,0.0002566957952340319,0.0003137806115880103,0.0002849962466848923,0.00034967104229375527,0.00015957813599214526,0.0001289932265155137
sig2_279,0.0002376745763884848,0.0003205182284462304,0.00026868574524598814,0.0003449980752275299,0.00016090501582725658,0.00012830172058945352
sig2_280,0.00023252864835855266,0.0003170746389239762,0.0002675352310425493,0.0003495591045450648,0.00015634509395089641,0.00012795797179897261
sig2_281,0.00023304544381546355,0.00029702566940878255,0.0003407683466961652,0.00041931009781508665,0.00015229693312712424,0.00012765632398435117
sig2_282,0.0002183717240420354,0.00028498759113002384,0.00034705415687132687,0.00039959141605576436,0.0001512180909033574,0.00012704436030045731
sig2_283,0.00020369945537593973,0.0002705768924188605,0.0003206253758303592,0.0003928931270417404,0.00014925763452471486,0.0001265125375237481
sig2_284,0.00019886140529760604,0.0003113008360859222,0.00029904912098388986,0.00037751575763438354,0.000148767758863659,0.00012628014949103122
sig2_285,0.0002057654818712266,0.0003555011369918361,0.00028106427949349777,0.0003783415169595767,0.0001467067939082662,0.0001258362657681645
sig2_286,0.0001929904218489939,0.0003281925359453076,0.00026416658304564706,0.00037192924329287837,0.0001524084069803121,0.00012537445309178117
sig2_287,0.00018552466856737237,0.0003198627012385658,0.00028336278176197997,0.00035836117058562274,0.00014944032301741374,0.00012489803896949982
sig2_288,0.00017781398941743782,0.00029728764903814227,0.00027784841109380215,0.00034282255024876057,0.00014718562905561942,0.0001244510709133156
sig2_289,0.0001693759998850007,0.0002811654899471344,0.0002620521991714089,0.00033344815817214,0.0001468225262760308,0.00012403315242555133
sig2_290,0.00016321753940314865,0.00026476851383449315,0.00024912177466679397,0.00032258792412547313,0.0001529235464148864,0.00012367407731987673
sig2_291,0.00015702636587203208,0.00025082267996572537,0.00023928318086645763,0.00032048836545680356,0.00015448526397307167,0.00012330304920759458
sig2_292,0.00015032273245932872,0.0002990025150802207,0.00023640437736481058,0.0003563261959065629,0.00020092708859320753,0.0001241236810860022
sig2_293,0.0001663209622723944,0.0002957760808009675,0.0002366463949065216,0.00047640209995285134,0.00018563200584738795,0.00012375201380237082
sig2_294,0.00015824374959436268,0.0002880348582968907,0.00022719582918092517,0.00044712731926452813,0.00017790469207912626,0.0001235818277619443
sig2_295,0.00015343659954725425,0.00027219055129061457,0.00021790306584370639,0.00043130414273453315,0.0001694880193656601,0.00012327738885945002
sig2_296,0.00015211361101369802,0.00028989094540365706,0.00021026483069826199,0.0004078755295360723,0.00016450054310930377,0.00012297780782991497
sig2_297,0.000146658404548711,0.00027438348006803546,0.00021882542092181188,0.0003875381146862142,0.00019015168245952748,0.00012267713141589484
sig2_298,0.00014333713837416483,0.0002591840264262604,0.0002330144538025545,0.00037512902375722566,0.00017961991286511553,0.00012247095692360932
sig2_299,0.00013826882887470074,0.0002979477375822966,0.00022368976688646455,0.00035969897253627155,0.00017342201029547748,0.00012289890837146602
sig2_300,0.0001355858744087031,0.000281675387932653,0.00021735984591558766,0.0004088138755356799,0.00016496156721770294,0.00012261613008301088
sig2_301,0.00014032447642739812,0.0002723843878504183,0.00021205567029667562,0.00040015154390652747,0.00016260057235078357,0.00012278609792949695
sig2_302,0.00014634805562118312,0.00025754205229718447,0.00025614285346356675,0.0004030139190180706,0.00023395057944475828,0.0001224737403687527
sig2_303,0.00016277437087609443,0.0002944348661900821,0.00043742646503321027,0.0003938885564178387,0.00022029679724334302,0.00012329192424182967
sig2_304,0.0001566153381557028,0.0003214980655973144,0.0004000995625141356,0.0003758389964639472,0.0002545575267780314,0.00012296953728002552
sig2_305,0.0005061783924383318,0.0003098767780953064,0.0003690538824088162,0.0003671283263415813,0.0002838919495257692,0.00012267666818401436
sig2_306,0.00046986498592953676,0.0002921255738410497,0.00035798070965469,0.0004546500333915425,0.0003634480985630481,0.000122653257710457
sig2_307,0.0004242004377509152,0.00027438778898550184,0.00033095744695786617,0.0004370769690731806,0.0003153648451475094,0.00012233999145814254
sig2_308,0.000384391115554854,0.00025806759902762265,0.0003084695731750775,0.0004447201464842598,0.00027208247186381174,0.00012218905817365082
sig2_309,0.0003704918258062988,0.00024407951820556845,0.00028920940025904126,0.00042321973894160974,0.00023995826046397918,0.00012193657929193177
sig2_310,0.0003382331250447676,0.0002467039946760374,0.0003965115064830468,0.00043010739396678963,0.0002887466676904602,0.00012506416861765278
sig2_311,0.00030940538068384925,0.000240084006056924,0.00039691632295351444,0.00045518709891836717,0.0002562711623246432,0.00012512629523536616
sig2_312,0.00035878286396974545,0.0002679471949002622,0.00036463615633185257,0.000561769148995789,0.00025214891307933843,0.00012726798452919555
sig2_313,0.0003283350591647233,0.00026303473017112077,0.00037728610216521954,0.0005235690433878476,0.00022551400523012635,0.00012677659135919145
sig2_314,0.00029955063334950857,0.0002479832623204178,0.00035141456199542186,0.0004883410789683695,0.00020658532249593687,0.00012625297769756327
sig2_315,0.0002826298413148909,0.0002683716614729972,0.000523296237264914,0.00045850056572865433,0.00019444404051268186,0.0001257839936817982
sig2_316,0.0002746765150825385,0.0002850587038084121,0.0005654477181181094,0.00043830398775912896,0.00020213136349559558,0.00012561910133134681
sig2_317,0.00027906143848237806,0.00026889428981141054,0.0005129767706600708,0.00041456617021014703,0.00019207341087493178,0.00012526870696786245
sig2_318,0.0002565369947415027,0.0002714243388137326,0.000494087057197257,0.0004057463205377627,0.00018286732803322414,0.0001249013015543736
sig2_319,0.00023757040138771247,0.00026187771350853805,0.0004590816684137193,0.0003849063245674125,0.00019326987655189773,0.00012445398932107502
sig2_320,0.0002205858044846942,0.00028976308863019884,0.00045954206147482085,0.0003803008877477855,0.00018143591466606476,0.00012428969009493663
sig2_321,0.00020920898624474828,0.000271135506124026,0.0004209607576077826,0.0003727128824139912,0.00017275111580839303,0.00012391648456080146
sig2_322,0.0001962938042304514,0.0002575536484197525,0.0006207883532544373,0.00036365275993853637,0.0001643417259153637,0.00012366116344545848
sig2_323,0.00018467202899652579,0.0002902318522835292,0.0005920191532535204,0.00035529416331248146,0.00016332195584428669,0.0001236256444517811
sig2_324,0.00017476931086988197,0.00027224433286557234,0.0005344537338768013,0.0003411833810114993,0.00019122624878215245,0.00012332405118862204
sig2_325,0.00016738834085474724,0.0002568056857552417,0.0004813184653463024,0.00034087219754579714,0.00025702160075521426,0.0001229928729174838
sig2_326,0.00023137611815171743,0.0004051379042544189,0.0005468902949283139,0.0004595154136081382,0.00041054826329832027,0.0001271374313519993
sig2_327,0.0002559637547322513,0.0003706699433254173,0.0007309497184752514,0.00043451083715333373,0.00035031108039040203,0.0001269840205402739
sig2_328,0.0002565391221535383,0.000340968102132807,0.0006725003150008309,0.0004127810473465396,0.0002953742268844616,0.0001264306855007508
sig2_329,0.0002455196034396382,0.0003379051954046267,0.0006700997557183053,0.0003947637472509006,0.0002767623715940982,0.0001269055911309822
sig2_330,0.00022835633730113565,0.0003125019919193838,0.000603419587828585,0.000381690462151895,0.0002593307471745983,0.00012659964805572808
sig2_331,0.00030053908035406656,0.0003422472841051457,0.0006562666870805317,0.00045410248276241507,0.0002507355569192003,0.00012870137769916787
sig2_332,0.0002756950486606531,0.00032364030298994307,0.0006142002533142002,0.00042846586471239094,0.00022476950083218187,0.00012803922794780133
sig2_333,0.00028437411658096905,0.0003303814351273572,0.0006381049785640326,0.0004556566884831202,0.0002471771811195832,0.0001301755225162753
sig2_334,0.0002910278168648707,0.00032046290380636805,0.0012654690781117779,0.0004291570218347022,0.00021925157987310622,0.0001300230777091668
sig2_335,0.00026699004030946024,0.00030289270932617616,0.0011464030564463214,0.0004331915088462359,0.00023057372788519773,0.00013004114111705683
sig2_336,0.00025403216029226043,0.0003433001263003799,0.0010054619879475528,0.0004231727229509855,0.0002071669502169329,0.00013000058232395453
sig2_337,0.00023470464201191446,0.00031766591947701066,0.0008846687156852329,0.00040926222382105774,0.0002076830368537756,0.00012927801712726733
sig2_338,0.0002751752901844021,0.0003414982439485134,0.0008500475458819106,0.00044940347740025086,0.00023933617298979717,0.00013235839071834343
sig2_339,0.00026395984670476335,0.00031702330792315355,0.000758652965241173,0.0004346716404012349,0.00023490803718035312,0.00013190284802959364
sig2_340,0.00028437578853035236,0.0003037443488035447,0.0006878495957157973,0.00041204574712922084,0.0002104606801891652,0.00013145528569355195
sig2_341,0.0002830875397409269,0.0003054213322750397,0.0006683100919166782,0.00039183243277623965,0.0002806693790988284,0.00013197874471319813
sig2_342,0.0003632643232910366,0.00031524644138493,0.0007169161490787302,0.00041640142776881733,0.0005623979611489456,0.00013514889099409865
sig2_343,0.0003455147903808416,0.0003167142965423901,0.0006376283925771765,0.00043097674115342424,0.0004701597311322069,0.00013574693064163443
sig2_344,0.0003144926622853737,0.00035193278764691026,0.0005789094258704644,0.00040928808084257276,0.000410823607062118,0.00013479840083343724
sig2_345,0.000328863438763308,0.00032514855548288347,0.0005635450199935632,0.00043919472502015937,0.000409243694754295,0.00013584548951371938
sig2_346,0.00031276159163843155,0.0003033019872827593,0.0005393105748207437,0.00041713470810541143,0.00033951267521109324,0.00013489861556180777
sig2_347,0.0002859875780152124,0.0002831339968580793,0.000493894817786591,0.0004555277451119194,0.0002964225119200688,0.00013391235985083406
sig2_348,0.00027314453179090847,0.0002657503632028079,0.0004478952173000768,0.0004342622302501604,0.0002837817461722475,0.00013371134967568962
sig2_349,0.0002518959971340795,0.0002507670653656428,0.00040717906041209907,0.0004097404097846252,0.00027967917497312856,0.00013280920618233505
sig2_350,0.00023293185969284065,0.0002376290295229281,0.00037307353937418396,0.0003931003456427504,0.000247222626020348,0.0001319869355468519
sig2_351,0.00021786761853299645,0.0002261272259474544,0.0003565431273911324,0.00038732611901251394,0.00021920019780785252,0.00013155099147094858
sig2_352,0.000213367241138931,0.00022289725022590836,0.0003387457224475253,0.00037311207936942595,0.00020874205766911795,0.00013109326847962085
sig2_353,0.0002005372313019629,0.0002192249208370734,0.0003199414799385304,0.00035574136665957506,0.00019240813347968301,0.0001303240403286073
sig2_354,0.00020182854487177151,0.0002122868960137327,0.0003013580503389203,0.0003478009591664393,0.0002040471055446441,0.00012975553223803965
sig2_355,0.0001944527020263601,0.00020612753548730843,0.0002878941739991333,0.00033514254356523224,0.00020773187780024607,0.0001290159398227777
sig2_356,0.00019196730826801542,0.00020079798621512693,0.00027896236476205276,0.0003737599960869138,0.00020159847827930382,0.0001283242699103009
sig2_357,0.00018790301743632791,0.0002368039494279765,0.00026283646987557434,0.00035756544654890604,0.00018894812699928558,0.0001277015110467486
sig2_358,0.00018623988665750126,0.00022815832098808616,0.0002592099923374771,0.00034205670129514704,0.0001770164436864046,0.0001271227912800076
sig2_359,0.00018187529402364296,0.00023160594762154296,0.0002454021218585402,0.0003369958836005612,0.00018514530400389812,0.000126737595218992
sig2_360,0.00017197807374957363,0.00022089104300850986,0.00023353633919174363,0.00032889326959570814,0.0002023748236150617,0.00012628254038264433
sig2_361,0.00017025056876425568,0.00021411276398637812,0.00022392286694561205,0.0005823758752501544,0.00018644526307036972,0.00012642816256458087
sig2_362,0.00016328578541392752,0.00021291065069567165,0.0003268086118861813,0.000545918859104566,0.00018389990550197205,0.00012588868493675743
sig2_363,0.00015586359852462706,0.00027715532394430195,0.0003032561437783934,0.0005080400933724818,0.000200838925752954,0.00012538217945385163
sig2_364,0.00014916918263545997,0.00026062777311438245,0.0003101290271882251,0.0004749108606400848,0.00022133119558346605,0.0001250272579277113
sig2_365,0.000144564633641847,0.0002867205679890827,0.00033006223964810995,0.00048299369243764973,0.0002153399652475975,0.00012589361205568516
sig2_366,0.00015210616957139718,0.0002888525957255646,0.00030637940122318387,0.00047707409430424765,0.00022700151735322355,0.00012566601022628377
sig2_367,0.000148459700697596,0.000270917291008993,0.00042324202718881966,0.00045620810838440897,0.0002197672403459432,0.00012686283873953122
sig2_368,0.0001853187056289277,0.0002551616872496555,0.00040123194774118294,0.000455096194320061,0.00025954515736763387,0.0001265312694965857
sig2_369,0.00017609147184491814,0.00024159152892701412,0.00042637271808955164,0.00042960196802882447,0.0002304297607774229,0.00012602564360213766
sig2_370,0.00017367041434192024,0.00024064940771875097,0.00044030136696242923,0.00041072864753128257,0.00022026593811392764,0.00012623557727161808
sig2_371,0.00021704109505864185,0.00023348117165513814,0.00041221747065025124,0.00039333526076483185,0.00020056839033622676,0.00012604470729143797
sig2_372,0.00020340716925286496,0.0002269447395576911,0.0003781512456370051,0.0003755359245202156,0.00020246557736739145,0.0001256256125325299
sig2_373,0.0001960443954485188,0.00021942500659591848,0.00035584873962088507,0.0003598681857941228,0.0001862067963678198,0.00012516902135287876
sig2_374,0.00018415118815736758,0.000220090811586922,0.00033585859683212763,0.0003551739271033873,0.0001831065266851485,0.00012475184470048863
sig2_375,0.0001772778284428592,0.0002326598982777022,0.0003112548134769026,0.00038513553271332803,0.00017308440062737654,0.00012445721533419868
sig2_376,0.0001949920444721707,0.00023020107162716348,0.0003410487062386547,0.00037540855717099444,0.00016524216463510106,0.00012456822956759814
sig2_377,0.00021440736936635769,0.0002251154343333092,0.0003215935710676655,0.0004070648088955306,0.0001751495755975181,0.0001250483003434556
sig2_378,0.0002016856513933921,0.00021634814755006754,0.0003078606361124764,0.0003901218667683768,0.00016754068478935468,0.00012470617419728776
sig2_379,0.0001893442716629081,0.000208227059586075,0.00028722002817841184,0.0004033017784682206,0.00016048716645767827,0.00012443870527396148
sig2_380,0.00018660199561898417,0.00020206339199605426,0.0002882970535156098,0.0003823702510259914,0.00015629513213346466,0.0001245989281757026
sig2_381,0.00018618450260276536,0.0002357660294676972,0.0002889113123698623,0.0004150912900455937,0.00016284400783225106,0.0001255128427130302
sig2_382,0.00017569709234593596,0.00022570956614713665,0.00027267430408729396,0.00039657398372270394,0.00015969568170697435,0.00012522696168308937
sig2_383,0.00018076837452773577,0.0002589949243390843,0.0004236125990743954,0.00037704339705214553,0.00020911922296191912,0.0001254849709911269
sig2_384,0.00017537060338021986,0.0002486281672123402,0.00038997982946757973,0.0003670635445403011,0.0002671797872640832,0.0001254429663052064
sig2_385,0.00017348001325374356,0.0002740607205432967,0.00040958473016706434,0.0004053291678510582,0.00023834988668904302,0.00012496829403916648
sig2_386,0.00016892289370633553,0.00026021642163503436,0.00038245388828233434,0.00039827466937235377,0.00022183760324272794,0.00012521227448425169
sig2_387,0.0001667979668320949,0.00024604598772512746,0.0003655256750528863,0.0003780260620990335,0.0002004268352713932,0.00012477603700203528
sig2_388,0.00018183033121608859,0.0002705684934927555,0.0003466254215147039,0.00040095590141413034,0.00022878563534585485,0.00012499746057103095
sig2_389,0.00018679064036959943,0.00027203394738109494,0.0004249233275442439,0.0004027783775911901,0.00020892007334346818,0.00012608522341958292
sig2_390,0.00019641242546656874,0.00025841382537512467,0.0003962909792903547,0.00038624504820271646,0.00020113734852840725,0.00012558136676977486
sig2_391,0.00018655378207703128,0.0002444274185047183,0.00036538315497208144,0.0003796910278508352,0.0001986547486902394,0.00012516823188329075
sig2_392,0.00018258066143276753,0.00023313290403806857,0.0003397172989431142,0.0003618968006890128,0.00019027412250420235,0.00012482808840301313
sig2_393,0.00017239987628683487,0.00022704933095573702,0.0003150142129928981,0.0003488055128108499,0.00017999624959766966,0.00012451748658820765
sig2_394,0.00017006333081313763,0.00022559850436325163,0.00029460075948993227,0.000360928420523105,0.00027256102586626843,0.00012511562578006703
sig2_395,0.00022001295151332013,0.00032629485246347815,0.0004223151197653817,0.00047718870571089605,0.00024913022581435763,0.00013016207120102215
sig2_396,0.00020582310179695926,0.00030401901757999534,0.00038554205560556475,0.0004505288460088547,0.00022064016405780432,0.00012942511327336602
sig2_397,0.0002109943625287156,0.00028349717270005463,0.00038091518821471287,0.0004451285944527337,0.00021357336857315905,0.00012974604744317344
sig2_398,0.00022961252565185751,0.0003248431285085195,0.0003576005026619269,0.00044607313797654204,0.00023740122200960342,0.0001302700546959294
sig2_399,0.00021341036643492985,0.0003027243062701965,0.00034317739244064786,0.00042174363951464207,0.00026984195203619445,0.00012951849527027208
sig2_400,0.00019930561309092112,0.00028886470321306894,0.00031728231456235566,0.000421142112226404,0.0002359957298485984,0.00012900613834315104
sig2_401,0.0001875520233024514,0.00028736008965897747,0.00032757483747692274,0.00040028535063397276,0.0002138959518797199,0.00012879173907587578
sig2_402,0.000194699246942345,0.00026904870624433605,0.00031770993843594387,0.0003939425833967688,0.00025086196287805264,0.00013021202861278902
sig2_403,0.00018354952422271808,0.0002715132475474603,0.00031706530714296227,0.0003839217726941534,0.00022177310316581634,0.0001294456069864004
sig2_404,0.0001814829673564942,0.00025572615176002123,0.00037010204482462527,0.00039506543781480947,0.00022831861456480235,0.00013019172712905338
sig2_405,0.0001835040726350105,0.00028809765684288495,0.0004523463698697339,0.00043853178901859767,0.0002537930535799219,0.0001326679942943757
sig2_406,0.00018074119115777515,0.000275895743801423,0.0004167608197108858,0.00042150636954527626,0.00023167769383782504,0.00013177135695448394
sig2_407,0.0001710021013829046,0.00026836816195364375,0.00038409531565204236,0.000400005500686552,0.0002473113005493603,0.0001309794139046487
sig2_408,0.00016250715120876358,0.00025885938821776925,0.0003838347966047843,0.0003801625531671011,0.0002645248950816827,0.00013041239899682012
sig2_409,0.00017644091443601734,0.00025319599338501786,0.00042460508141809475,0.0004734409326407993,0.00034028761847114094,0.00013130104265391505
sig2_410,0.00018335554261709653,0.00024263182926026407,0.0004208894264447687,0.0004471865184083145,0.00030261285351214443,0.00013094609541424714
sig2_411,0.0001822140382835592,0.00025277485623104547,0.000388801348082247,0.00042105837649746795,0.0003337516652637086,0.00013024077912063116
sig2_412,0.000215674737634864,0.00025939032017107755,0.0003922775981470838,0.0003987821738523828,0.00032290457288370927,0.00013096413368615992
sig2_413,0.00022128987341859258,0.0002523961600036238,0.0003626196217129023,0.00037903542474761355,0.0003034019118062835,0.00013091275888406844
sig2_414,0.00021070263167570046,0.00024616151823104716,0.00042572366971677924,0.00039981242080197436,0.0002669827348165446,0.00013165147385882126
sig2_415,0.00019920192622637216,0.0002768695917465676,0.00038801990624603956,0.00038708305828289075,0.00023869788882912484,0.00013141091521328747
sig2_416,0.00020435047615089807,0.00027150978834116,0.0003628597373273346,0.00036843764713739635,0.0002134761052207031,0.00013150282058559354
sig2_417,0.00021336835070069116,0.00029444953504075705,0.00035745235747133955,0.00040484254516344974,0.0002457779633261107,0.0001325867272066514
sig2_418,0.00020620950491774412,0.00029206584548014086,0.0003354523535293769,0.0003852524812271034,0.00024655573713025297,0.00013170808551138472
