,stock GE_log_value,stock JPM_log_value,stock A_log_value,stock AA_log_value,stock AAPL_log_value,S&P index
sig2_064,0.0003735710319900058,0.0006168915982981086,0.0003967526501514561,0.0009333250306036229,0.0005399138216274735,0.00014369692172737508
sig2_065,0.000360913960952777,0.0005532123228589631,0.00036351891909149536,0.0008785392863301952,0.0004617394427238535,0.00014218193617455884
sig2_066,0.00034146925479465863,0.0005216559167540031,0.00033469179908481874,0.0008071096792153791,0.00038647372337748397,0.0001415658937405583
sig2_067,0.0003110377048733404,0.0004980787028715216,0.00031303084026087835,0.0007571089428388549,0.00032995105679269846,0.00014168904219262398
sig2_068,0.00028611545642852354,0.0004629246213637219,0.00029585767737802174,0.0006999840119393422,0.00028666679707506815,0.00014030388620214944
sig2_069,0.0002639307893210449,0.00042117445766467674,0.0002772050183920641,0.0007109756825450481,0.00027627669214376634,0.0001397802634404791
sig2_070,0.000261194414596965,0.0003847406631998816,0.00029600902544890277,0.0006881357414990558,0.0002451710524380825,0.00013853953064825876
sig2_071,0.0003109227112906608,0.00042096355453915407,0.0002821140792009166,0.0007123756333149194,0.00023822597752374037,0.0001403075723619948
sig2_072,0.0002868994586483265,0.00038421838690599495,0.0002763010770950544,0.0006621264824501658,0.00021867492114955662,0.00013907987096216254
sig2_073,0.0002649279557308784,0.00035897432542252613,0.0002691264904609537,0.0006104892541861794,0.00019807183495425647,0.0001381581236044849
sig2_074,0.00024648024938511785,0.0003395037530816359,0.00025676190458638447,0.0005674370381762092,0.0001942687736702832,0.00013694543659528529
sig2_075,0.00022927750133208103,0.00034814694648023823,0.00024407707722132947,0.0005270307755346717,0.00019015387513651488,0.00013579590175517118
sig2_076,0.00024343564048977164,0.0003747396502948104,0.00024387936068405696,0.0005416738864998816,0.00022826596400692616,0.00013628062550980388
sig2_077,0.0002325456758177199,0.00039282266188761706,0.0002430519340031845,0.0005101982215275855,0.00023511523200682346,0.00013600570988948218
sig2_078,0.000220176692785863,0.00036270534384700827,0.00023475344086644367,0.0005009067953976126,0.0002130532354553278,0.0001349537183634322
sig2_079,0.00020978541585529243,0.00042217396509085334,0.00023442129558025887,0.00046841915795121247,0.00020792101559593008,0.0001339118641950392
sig2_080,0.00020572130964309477,0.00038645691327140335,0.00025558864209313794,0.0004397586684958608,0.0002358809451815123,0.00013386123346620404
sig2_081,0.00019266858149328013,0.000357101305395757,0.00024669231982295085,0.00041646932787936416,0.00021210122065456083,0.00013291162651322765
sig2_082,0.00018508827004036277,0.0003296924310659324,0.00023468266729196683,0.00039769582949728346,0.00019324272426078133,0.00013198261297480058
sig2_083,0.0001757728141849506,0.0003122143586473577,0.00022887620909230476,0.00038038153903522455,0.00018149615218088474,0.00013121883606816788
sig2_084,0.00018112884898639547,0.00032722290798817245,0.00028271530653798435,0.0004236694726824014,0.0003429756342169634,0.00013221121979076564
sig2_085,0.00017392775811278725,0.00030617488936819637,0.0002691248999403547,0.0004016604873897787,0.00029005676088102785,0.0001313277801585394
sig2_086,0.0001767549659076325,0.0002869910423903279,0.0002579967777567077,0.00038543145411339537,0.0002814014193647661,0.00013051046664232932
sig2_087,0.00016732123237595459,0.0002800492595587564,0.00025398689553059455,0.0003704164341665705,0.0002482576575197749,0.0001298931413208578
sig2_088,0.00015974966099020825,0.00026505695726846535,0.00024219696340061213,0.0003550810577864495,0.00021982045286087932,0.00012927578681089336
sig2_089,0.00023406017460562983,0.0002498561890523295,0.0002343401357470066,0.0003404770259714724,0.00019960249388094195,0.0001285689876748397
sig2_090,0.00023147783978216585,0.0002371357615148054,0.00022609506574067397,0.00033010844225781323,0.00021322803768696668,0.00012790054183506848
sig2_091,0.0003596133331818367,0.00022665712563133417,0.00021725740609977127,0.00034840594992147317,0.00019410663812850245,0.0001278093155524093
sig2_092,0.00032735220205628744,0.00022948397932355638,0.00021001657864229772,0.00048292040613617343,0.00018268347006183844,0.00012747637962356128
sig2_093,0.0003026793687333932,0.00022047467440130102,0.00020324683621602698,0.000461206691286961,0.00017162064286619695,0.00012687904652338737
sig2_094,0.00028174690044042403,0.00021344464924137184,0.00019801231560218812,0.00043396001523306877,0.00018781289624613865,0.00012661665510168833
sig2_095,0.00025896116903177647,0.00020850472864876408,0.00019811558088437243,0.0004119661130856235,0.00018595824741092978,0.00012628269455485167
sig2_096,0.0002526195401626363,0.00023103790139657396,0.0002023971305430788,0.00039721373920202185,0.0001964712266049665,0.0001262036994009573
sig2_097,0.00023578684994432226,0.00022533007198274196,0.00020205059518574417,0.00038788532064856947,0.0001821129827604173,0.00012602864072149082
sig2_098,0.00022546180672099075,0.00021550973083691753,0.00022506181068338336,0.00038397812693427775,0.0001991192548497155,0.00012555779660360973
sig2_099,0.00020988625466046375,0.00020714733997830606,0.00022265409248373999,0.0003738325386614058,0.00021771140198959004,0.0001250710186851193
sig2_100,0.0001965818881191311,0.00020131784524385653,0.0002141186686626744,0.0003657781980143633,0.000199328862634919,0.00012488774589413849
sig2_101,0.00018793123129608202,0.00019890656768644911,0.00020894617869843919,0.00034983898585307685,0.00020335846793775435,0.0001244415900071808
sig2_102,0.00018041850524949397,0.0001936360717068793,0.00020837825714461436,0.00034397040936727974,0.00019223949748007452,0.00012415756402474635
sig2_103,0.00017335851102573234,0.00019719304118303508,0.00020271280581247447,0.00039882817944106444,0.00017908778934931478,0.00012423909109861772
sig2_104,0.0001718116947033568,0.00019200986128051586,0.00020065514610696235,0.00037864447729424355,0.00017757631242011797,0.00012438941962236618
sig2_105,0.00016357293176057767,0.0001963119366446785,0.0002025944319120967,0.0003881627050678968,0.00016830032457287593,0.0001239876815345616
sig2_106,0.000159088629407615,0.0002031377159768338,0.00020484647816711998,0.00039537068333924514,0.00016149242703359377,0.00012399280025169498
sig2_107,0.00015227796793536996,0.00020365426643022296,0.00020849022292742647,0.00038047983123729175,0.00015979666604985302,0.00012368585081931968
sig2_108,0.00014679368631823872,0.00019837828653808352,0.0002047714237286609,0.00043662745834966864,0.00015884242034714123,0.00012369993791247618
sig2_109,0.0001476984354493341,0.00019300062246051754,0.00019905283274907496,0.0004220931871214959,0.00015420553423879405,0.00012334171173415413
sig2_110,0.00015260523207519155,0.0001912795405618752,0.00020414220371036502,0.0004165405730636516,0.0001512352494204531,0.00012298759410541414
sig2_111,0.0001768672700929496,0.0003216143533483633,0.00021509732518131246,0.00039658320669824716,0.00016268783625099153,0.00012379212533538
sig2_112,0.00017086310206702437,0.00029856053600956113,0.00031152842319041125,0.00038133842828945626,0.00017292228267049446,0.0001234120617242897
sig2_113,0.0002261595699159466,0.0004904651556370584,0.0003026770197381342,0.0004186200901406228,0.00017448896642268609,0.0001258346248152159
sig2_114,0.00021095044034900493,0.0004454326362668191,0.0002844949996957858,0.00040905783941839075,0.00016761828996577957,0.0001254975883797333
sig2_115,0.00019747547371434254,0.00041427647450430525,0.0003519692382664981,0.00038770249249044054,0.0001818253727475198,0.0001255919037253322
sig2_116,0.00018540712424145557,0.0003914149900135262,0.00032798485102428714,0.0003692226992161163,0.00058027261930712,0.00012512279784757357
sig2_117,0.00017704925311099308,0.00037617662212013485,0.0003089334889277437,0.0003592083871281943,0.0005441414217510028,0.00012469500773175038
sig2_118,0.00016971390680518836,0.00034680689704189564,0.00028942411273113816,0.00036689269346442516,0.0004635367763323097,0.00012470495941048997
sig2_119,0.00017046114211814612,0.00037190753197123517,0.000272308648803552,0.0003515670677674223,0.00038547004468949284,0.00012449168738429877
sig2_120,0.0002450425810938242,0.0004491174995419082,0.0002863183667757209,0.0004726907784817004,0.0004385854452777458,0.00012986621619979314
sig2_121,0.00023848012875538527,0.0004586856659898949,0.0002780217282714285,0.0004496908655516839,0.00036312284054008356,0.0001294825409607344
sig2_122,0.00027809768006320973,0.00042881833895471756,0.0002811163262011053,0.00043132623529899296,0.00038058755426813903,0.00013030679629909292
sig2_123,0.00034554031428102436,0.0004891512438219495,0.0003363749346927853,0.0004365628305524178,0.00044434142324337086,0.00013249519903221063
sig2_124,0.00034540776927630135,0.0004836151715154359,0.00032604653289958256,0.0004446724991465383,0.0004034533012148665,0.00013318255516592546
sig2_125,0.000421313721390916,0.0004942011212170622,0.0004558682712359885,0.0005542850128193667,0.0004680812997157554,0.0001382630143283326
sig2_126,0.0004385263475278635,0.000448073815863509,0.00044590736651837066,0.0005190884402674907,0.0004041512988500001,0.00013750692161685382
sig2_127,0.0005585667720687012,0.0005798580087747608,0.0005936979579119023,0.0006097810955456946,0.0005607215382677265,0.0001473968553741718
sig2_128,0.0005539355255790111,0.0005212741850264893,0.0007185037692831603,0.0005659642497338081,0.0007264944617083917,0.0001481099439331869
sig2_129,0.0008297458659190975,0.000540728924478081,0.0010805338260822307,0.000677771464243469,0.001249718483781863,0.00016442901701344977
sig2_130,0.0007375620425978612,0.0004963659375955798,0.0009512717918563744,0.000715922210370851,0.000962927577535524,0.00016175513672289174
sig2_131,0.0006978477859919869,0.000449731939372508,0.000875690145674551,0.0007068394678421815,0.0007924853202079917,0.00016084472934705033
sig2_132,0.0006610338415046546,0.0004512035349531414,0.00077397327773157,0.0006991461386761667,0.0006577065125327762,0.00015983732410557844
sig2_133,0.0006347502606150949,0.0004583335559090906,0.0007607714891530049,0.0007276637522948741,0.0005754312613044545,0.0001610560843158383
sig2_134,0.0005691496712526269,0.0004165615625559237,0.0006813802024902527,0.0006995865233054112,0.0004603753013277864,0.00015844314507353156
sig2_135,0.0005390610275953114,0.00042252729913652655,0.0010065424042575077,0.0006762340509431722,0.00038873839812131995,0.0001581484103270921
sig2_136,0.00048324297600571076,0.00039276408941564387,0.0009055743232259881,0.0006247558418878439,0.0003691390293430344,0.00015601473195853922
sig2_137,0.0008883355864902583,0.00039526971406883153,0.0009383143127530693,0.000828534703629342,0.00031928716362921784,0.00016833427097226808
sig2_138,0.000789622440852356,0.0003671311563433748,0.000831134666144809,0.0007809604832242023,0.00028235928948232655,0.00016527994195036173
sig2_139,0.0007022836525401747,0.0003396153967088024,0.0007392813120710775,0.0007166307343174628,0.00025205115178924143,0.00016278058661115566
sig2_140,0.0007425427032360193,0.0004612712991194753,0.0007897573147243694,0.0008252342976959,0.0003836268229740941,0.00017025278275154926
sig2_141,0.000691441820763604,0.0004598700073833256,0.0007166510465131862,0.0007706335841063485,0.00033954358029750697,0.00016874019841947122
sig2_142,0.0006609397769034453,0.0004828836794852314,0.0007157339492051357,0.0008134376861460466,0.00030475193366416293,0.00016880658588396455
sig2_143,0.0006266355970869226,0.0004939277826661023,0.0006807218483200516,0.0007883083896214166,0.0002728537075267979,0.0001720210614259008
sig2_144,0.0005615684600797557,0.0004596793564773469,0.0006080292663383642,0.0007282049464399598,0.00024076505079923118,0.0001688767456545581
sig2_145,0.00067600793613022,0.0005299572425675391,0.0009521900040835483,0.000825870709106875,0.0003386035676566912,0.00017834811317255417
sig2_146,0.0006349924964895107,0.0005483493171710353,0.0008490555102195543,0.0008208797383942785,0.00035431634909445,0.00017666542411478198
sig2_147,0.0005675059208266782,0.0005624852167673466,0.0007602035202037621,0.0007909175976737426,0.0003088022599497682,0.00017421285257623536
sig2_148,0.0005171764104836225,0.0005352310105305327,0.0006884712792842234,0.0007244633950342469,0.0003662427166866446,0.00017121274883302566
sig2_149,0.0005024146055171014,0.0005644295399928904,0.0006946313408864415,0.0007790474480835881,0.00040361666733954883,0.0001761994121353665
sig2_150,0.00045726805459483667,0.0005106678197419689,0.0006238992120744047,0.0007198456647096081,0.0003452483678031995,0.00017282914909594858
sig2_151,0.00042328859013683547,0.0004992810707514436,0.0006030372180748294,0.0006615821928854529,0.00029109587838426897,0.00016955465689560777
sig2_152,0.00042704656046850336,0.0005014516684078582,0.0005842153965562565,0.0006475941097270713,0.00030398909659184656,0.00017162650175919168
sig2_153,0.00038644364966983484,0.00045711449007254407,0.0005367916791320849,0.0006186817408784245,0.0003476784233156072,0.00016838412620170538
sig2_154,0.00035652119416978187,0.0004158374382901334,0.0004868976943592448,0.0006009576606276598,0.0003210363001929868,0.00016533419142520078
sig2_155,0.0003242313935315731,0.0004098524826862914,0.00044114354630995004,0.0005593685272806361,0.00027777891575562954,0.0001624678531568872
sig2_156,0.0003012720249035823,0.0003808846647984408,0.0004057236501458534,0.0007150030685472451,0.00027795276864743285,0.00015994902906255265
sig2_157,0.00030875990054951894,0.00036823847931570204,0.0003895462505295139,0.0007535683227564337,0.0002518055524334024,0.00016016051725237224
sig2_158,0.00033820008403984825,0.000355765607759917,0.0003578168992201664,0.0007012663818449544,0.0002403061228496716,0.0001577128580614057
sig2_159,0.0003439268123806909,0.00037429216640444516,0.0004791960402774756,0.00070077187994068,0.0002295596515134563,0.00015831168228538597
sig2_160,0.0003251166255362368,0.0004571953438716098,0.00043507426065663097,0.0006536137898229113,0.00022826632267750893,0.0001559179582412729
sig2_161,0.0002985886884935637,0.0004646756856678089,0.00039834151130644627,0.0006276931827513402,0.00021012978944123708,0.00015366889025303704
sig2_162,0.0003767073469907765,0.0005610317031591792,0.0005729582526446114,0.0008675459202091228,0.0005130285343704871,0.00016168870612296598
sig2_163,0.000343808954058281,0.0005191984987959262,0.0005899115158368601,0.000843680822516329,0.0004701879951090342,0.00016015340780149476
sig2_164,0.00035108151678737255,0.00048548893260059577,0.0005328665037635135,0.0007705703376932163,0.000411874662679714,0.00015772427747039717
sig2_165,0.00034523820284756203,0.00044466328236949365,0.000513146858407058,0.000707840031458413,0.0003497451410907984,0.00015556593976446834
sig2_166,0.00031649235789703057,0.00042007312306698724,0.0004636449883126565,0.0006800078232176277,0.00029651286443018636,0.0001535201732254983
sig2_167,0.0004429830345814023,0.000589310433763166,0.0004993046951063064,0.0006992991561432389,0.00044101237092485757,0.00016061441707618872
sig2_168,0.0004130180787224405,0.0005291434093505517,0.0004538543703592483,0.000660478083308825,0.000365054558417664,0.00015882398889482358
sig2_169,0.00037713795318428843,0.0005038608111685212,0.00041665603157585353,0.000636996846759864,0.0003074787913824401,0.00015679692632336503
sig2_170,0.0003425034067418261,0.000461352744364884,0.00040803585960461406,0.0005912562419251844,0.0002809103126494007,0.00015443576998272276
sig2_171,0.0003357437439397122,0.000508218147835893,0.0004026031617570538,0.0005574950263703197,0.0003163572788490563,0.00015441805699363146
sig2_172,0.00030618998744749547,0.0004605204446186664,0.00036932363882201033,0.0005230218488921031,0.00026987494336844355,0.0001522019677339738
sig2_173,0.000280563253991173,0.00041856138705540603,0.00035220800687238646,0.0004908067159530133,0.00024462316686188875,0.0001501215431536127
sig2_174,0.0004381089696040252,0.0005100502626027508,0.0005594658028772931,0.0005725569164362922,0.00022731914004675167,0.00015695894180235676
sig2_175,0.0003962954574611968,0.00046096614322078234,0.0005279756890872103,0.0005492350486057666,0.0002575872117437049,0.00015489443509166136
sig2_176,0.0003917649571249855,0.00043691890633139677,0.00047601390776124574,0.0005540947363879974,0.0003000602371235396,0.0001538414734210482
sig2_177,0.00035954170129629307,0.00048583104178660547,0.00043110641442033117,0.0005560018884153167,0.0002626520694079628,0.00015343165836218268
sig2_178,0.00036997927280534547,0.00048808080219553645,0.0005348523473807102,0.0005482142644667582,0.00026919552284671017,0.00015604279467530517
sig2_179,0.0004120625608309544,0.0004536848339389439,0.0005135467249285285,0.0005400672703633237,0.00023519133737157392,0.00015432905502488675
sig2_180,0.00042495009950398036,0.0004247718998069423,0.00047271570669708113,0.000520503152975412,0.00021367437352238928,0.00015326369474034078
sig2_181,0.0003838919755088687,0.00039345530524091037,0.000500126738302907,0.00048588564709928353,0.00022740009934322936,0.00015113516703310316
sig2_182,0.0003544672053902743,0.0003686760384248251,0.00045365754652949776,0.0004714231696337892,0.0002322226394388243,0.00014965535776021607
sig2_183,0.00032433985142361373,0.00033996889856927005,0.0004637374334724269,0.0004426348403887218,0.00023241467714524652,0.0001479321714926984
sig2_184,0.0002966855753214164,0.0003143902497662232,0.00042858123323448265,0.0004293039767209391,0.00021279634024239035,0.00014610319640479932
sig2_185,0.00029378994155492965,0.00038623232746086726,0.0004739130843097402,0.0005573572234609158,0.0002242130173126825,0.00014894660650515394
sig2_186,0.0002695943373166673,0.0003717026052742252,0.000550376618955325,0.0005297371203776062,0.000202816540572329,0.00014732881974870987
sig2_187,0.00024939420066916803,0.0003434251189966831,0.0005146254226916653,0.0004938446005047178,0.00018667996554417153,0.0001458497935758955
sig2_188,0.0002308003361840328,0.00031734566525362326,0.00046606406377202187,0.0004639057863804759,0.00018192612746624197,0.0001441730360313006
sig2_189,0.00021665428021117598,0.0003332707606911344,0.0004284986313185691,0.0004357899179694849,0.00018129160083261585,0.00014273899421416954
sig2_190,0.0002043397431218328,0.00033115381599744083,0.0005098079889877445,0.00041336155039502275,0.0001725344555823542,0.00014147514831288425
sig2_191,0.00019776128102833002,0.00033226426444958666,0.00047722846024326007,0.00044150303255271946,0.0001818722992801259,0.0001404426255603133
sig2_192,0.0002840430107587874,0.0004317169230074335,0.000616295904238082,0.0006869490968895409,0.00037549707423879873,0.00014747379103261432
sig2_193,0.0002759378406844603,0.0003934233081112478,0.0006152354052040314,0.0006344100702047213,0.00031574612103326945,0.0001460090111044252
sig2_194,0.00025991775838957393,0.0003671728987463158,0.0005563090872345084,0.0005900138988343599,0.00029294700421717376,0.0001444923472928386
sig2_195,0.00024115497999609002,0.00033948545095907796,0.0005064525370454269,0.0005479406142669569,0.00026212800137444985,0.0001428693881675254
sig2_196,0.0002269219811246485,0.0003171972728465359,0.000963880081771227,0.0005816259872413668,0.0002589296416496513,0.00014271140301599672
sig2_197,0.00021445703265467105,0.00030402924309173374,0.0008505318162020153,0.0005397722404694813,0.0002280678968729376,0.00014120566981012825
sig2_198,0.00027115820075131013,0.0003277822013825193,0.0008503705603489214,0.0005459786154019439,0.00023588073574397507,0.00014284172250022333
sig2_199,0.00026864573697403353,0.0003039209382548032,0.0007518371961108446,0.0005131630748538526,0.00021236257901807287,0.00014148417395359013
sig2_200,0.00025595062461159336,0.00028829646552160315,0.0007153276380612711,0.0005045453008566839,0.00023681826207753618,0.00014024050148890666
sig2_201,0.0002769373294542281,0.0003012833772893185,0.0006860006799629695,0.0005352720242784323,0.0002996731767011911,0.00014113345999894613
sig2_202,0.0002547673324264816,0.00028093260984131553,0.0006213376453003439,0.0005002563514637547,0.0002677092440331383,0.00013979314869484272
sig2_203,0.00023805736846588675,0.00028972310154262655,0.0005614805324918981,0.00047473959651470467,0.00025785725048129457,0.00013911297158796914
sig2_204,0.00023456959902624667,0.00033198427143403406,0.0005246514568984644,0.0005085792865998415,0.00022804330873783677,0.00014038165379127375
sig2_205,0.00023318724842871812,0.0003473442848910962,0.000485075348062422,0.00047842047089524263,0.00020509763233614873,0.0001413297196670374
sig2_206,0.0002176794811084564,0.00033685118599474374,0.0005089739040737376,0.0004496661697226051,0.0001882210306341291,0.00013989562837712376
