t_option_end,k_strk,l_bar,tau,y,m,t_first,t_init,t_now,stocks_names
2013-08-26,1407.0,9.0,0.082191781,0.01,-0.3013095772858194,2009-11-02,2012-08-30,2012-08-31,GE
,,,0.164383562,,-0.2116673652891622,,,,JPM
,,,0.249315068,,-0.12202515329250499,,,,A
,,,0.334246575,,-0.03238294129584779,,,,AA
,,,0.416438356,,0.05725927070080944,,,,AAPL
,,,0.498630137,,0.14690148269746667,,,,
,,,0.747945205,,0.23654369469412384,,,,
,,,1.0,,0.32618590669078107,,,,
,,,1.498630137,,0.4158281186874383,,,,
,,,2.0,,,,,,
