stock GE,stock JPM,stock A,stock AA,stock AAPL,S&P index,call option,put option,ge_bond,jpm_bond
20.553,36.8677,37.0637,8.5303,662.215,1406.58,138.28278216755135,124.48180467066754,1.0238,1.04741
