stock GE,stock JPM,stock A,stock AA,stock AAPL,S&P index,call option,put option,ge_bond,jpm_bond
20.4836,36.6295,36.944,8.4107,661.041,1399.48,133.75058460569187,126.99433919657122,1.02276,1.04741
