k_bar,risk_factors,beta,z
3.0,A,1.0,0.016487573713912226
,AA,0.022831771725150878,-0.012387811857113
,Put,0.028854859690151915,0.0298700403436609
,,-0.0993015177295293,0.0754045568645883
,,,0.01959661249304065
,,,0.0950574296671584
,,,0.0712083703865864
,,,-0.9931241673095428
,,,-0.012663749944134996
,,,-0.2348152692714681
,,,-0.1244828599153218
,,,0.9751937704488938
,,,0.054873970160827124
,,,-0.0138811219298469
,,,-0.1256873171720819
,,,0.6744299389205981
,,,-0.0009865679573765902
,,,0.0238184513203896
,,,0.0589942549667854
,,,-0.4911162055664843
,,,0.007829174673220153
,,,-0.0532420098285829
,,,-0.0226958853546358
,,,-0.3416926788647615
,,,-0.017044512139287454
,,,-0.2584517134505874
,,,-0.1715856860000925
,,,1.0516475898141573
,,,0.004252664573453276
,,,0.0022560413675058
,,,-0.0708970688440334
,,,0.243911027807551
,,,0.002662202917185162
,,,0.0086121823036884
,,,0.030757608088789
,,,-0.0492812684658274
,,,-0.01756092823715555
,,,-0.0835853519087045
,,,-0.1848053590592843
,,,0.6385440071429467
,,,-0.029918908278305345
,,,-0.0107634475599059
,,,-0.031509371454477
,,,-0.1616885953048441
,,,0.0071159823707641606
,,,-0.1410085279963362
,,,-0.1801703326001497
,,,1.426518426969412
,,,0.07081544476721181
,,,0.300535445638501
,,,0.2699460779256668
,,,-0.3841689145183495
,,,0.016801396721324774
,,,-0.0387575750764766
,,,0.0852927582721805
,,,-0.059414552050131
,,,0.0054697726824726855
,,,-0.0177444178431323
,,,-0.0702731427273043
,,,0.272933275065691
,,,0.01826681067997755
,,,-0.0040472428371522
,,,0.0149614406765672
,,,-0.0414138608172175
,,,0.0168820372728472
,,,-0.1477661920679123
,,,-0.1378426130120943
,,,0.5385578076449853
,,,-0.017044512139287454
,,,-0.2584517134505874
,,,-0.1715856860000925
,,,1.0516475898141573
,,,-0.0008423613480238613
,,,0.0443766012280568
,,,0.0161165823454216
,,,-0.2170372131895587
,,,0.004267360729238381
,,,-0.0285387678225266
,,,-0.0877071105399008
,,,0.2752369569654003
,,,0.028025696571404357
,,,0.1232304463177733
,,,0.0503927773626937
,,,-0.2773161652105961
,,,-0.023015437826656646
,,,0.0626715575839391
,,,0.0175812842945035
,,,-0.2159131415920239
,,,0.018374868402881092
,,,-0.0945334777613411
,,,-0.0896928709109106
,,,0.4126909151366215
,,,-0.030423828631386783
,,,0.0894687077338403
,,,-0.0365738436698188
,,,-0.394242524281051
,,,-0.008419534255299127
,,,0.0128701830295716
,,,-0.0591187904982786
,,,0.0752876029779982
,,,0.01530329897311941
,,,0.0073367394737018
,,,-0.057446803128351
,,,0.4184589178590462
,,,0.07136253267937887
,,,-0.0785428937466876
,,,-0.0738779640899585
,,,0.6979982956983544
,,,0.002662202917185162
,,,0.0086121823036884
,,,0.030757608088789
,,,-0.0492812684658274
,,,0.07189032110881007
,,,0.1166913900653212
,,,0.3976094249075104
,,,-0.296612139219681
,,,0.039239212010166634
,,,0.1179799349037515
,,,-0.0427140234509316
,,,-0.0502919316442336
,,,0.018374868402881092
,,,-0.0945334777613411
,,,-0.0896928709109106
,,,0.4126909151366215
,,,0.0020489682926718277
,,,0.0128987625834284
,,,0.1538376170371365
,,,-0.2592728934361893
,,,0.026242960810637525
,,,-0.076074965300069
,,,-0.079444115643696
,,,0.5565968448192067
,,,0.09102910954228012
,,,0.1032319510484254
,,,-0.0040232601761169
,,,0.0533410154095245
,,,0.01722952349192588
,,,0.0574360210079421
,,,0.0693544443990517
,,,-0.03369660949819
,,,0.01308242180238471
,,,-0.0210939802438011
,,,0.0492869953291748
,,,-0.3016161800666262
,,,0.027454681624145758
,,,0.3988291722985633
,,,-0.0241987436666983
,,,-0.0922528225306948
,,,-0.023743672362869284
,,,-0.0340552107630107
,,,-0.0045037148583267
,,,0.2666068352124346
,,,0.05757391741339721
,,,0.1107459379357396
,,,0.1147038620390303
,,,-0.2690475882981374
,,,0.10584210694411886
,,,0.4171730920135625
,,,-0.0524237678072
,,,0.1027270769080295
,,,-0.00529063886269575
,,,-0.176136471333378
,,,-0.1421190830966082
,,,0.7881973110552225
,,,-0.00795992852614408
,,,-0.175738635932777
,,,-0.1427931006449915
,,,0.7906673199011713
,,,-0.006544420300868084
,,,-0.0821150844547426
,,,-0.0080878891421229
,,,-0.0318404970328141
,,,0.06601189913055895
,,,0.1558080197423961
,,,-0.1361414214183296
,,,1.1476685552818782
,,,-0.013708688999756738
,,,-0.0336676946510658
,,,0.0306662091117959
,,,-0.1773236578175359
,,,0.022583184159802875
,,,0.0063741118141105
,,,0.096996084239304
,,,-0.0783299476102445
,,,0.03783314741239167
,,,-0.0806721493219709
,,,0.0727079693145855
,,,0.0903490568013869
,,,0.016063200666811113
,,,0.1024711017554746
,,,0.1332274581369792
,,,-0.5310282364089071
,,,0.040353020525358316
,,,0.2244008417146838
,,,0.1017552064841522
,,,-0.9478478628237792
