GE,JPM,A,AA,AAPL,Call,Put
-1.046558984935156,-0.6462347903812491,-0.4591381423284797,0.25480040514353075,60.99317187677207,11.155436732977222,9.392282354502445
3.5978122365560092,3.0699112955216687,3.523180055954661,0.6074287619086984,157.09550715699825,47.589637970989685,-123.70210740979567
-2.0357121511220764,-4.655509517517386,-8.703122695696912,-1.0618761399356698,-44.98025637091828,-14.580803021923671,121.46872315496971
-1.1452920356783356,0.1360690232109859,-0.5144857388712671,-1.0721505216730105,53.289180363819,-9.280840956206276,84.00601605613159
1.5077495749278318,0.6806865653410692,0.8827999342035248,0.5032386931431699,63.407227033184334,29.43959355789886,-61.17272302038438
1.3074344644144906,4.866964902707356,-1.97334587968365,-0.19360271084065017,61.167949118054985,27.134008054373936,-42.56074502403604
-2.54488706246317,-6.793249462519304,-9.579176771818535,-1.4636773772865892,8.704369679018981,-20.007742176726424,130.99170012635096
0.015235625122568769,0.6901943928591874,0.08361724043282846,-0.6047732663602586,-52.096834218297616,7.36986381646949,30.381204237555384
-0.4117051832289359,-2.7361864333509804,0.3191993412492169,0.26237162427979704,63.08894961714951,16.840169329489527,-6.138403399814418
-1.6175958118316696,-4.8008520084778965,-3.0979824075386517,-1.576445154383413,-2.102207413111167,-10.59604287335911,79.53611638660114
0.46408226522463997,-1.8554098733709767,-0.3989331913260877,-0.2687843913181258,-4.147174158064108,18.22383799156765,-20.139697171526702
-2.79458514762747,-7.8567711645790075,-5.2262977790978065,-1.5369069881790571,-82.66476886807365,-28.556621189638122,177.68506847746647
2.1995837706333394,-1.1984848061952396,11.138955596511709,2.302721028529316,-1.3221307143660668,28.771965805401294,-47.85152339610863
0.9695010458816555,-0.2406459295879369,-1.4364991353620093,0.7275728158891815,22.212279476071174,16.832329379830753,-7.40059052164764
-1.2559821339588029,-2.4263582178974517,-0.6576737796125025,-0.5994509894067243,49.68439449953023,8.030240962883369,33.9961733076627
1.3184975748820893,0.570773871967508,-0.15000579434336164,0.12762557740332153,15.120333870254418,14.519058019765168,-5.158450501657168
-0.8967920825221738,-4.284280705274713,-5.476761812947481,-1.1758388417770682,128.66024690542676,-0.8175388936867023,67.08198024036133
-2.54488706246317,-6.793249462519304,-9.579176771818535,-1.4636773772865892,8.704369679018981,-20.007742176726424,130.99170012635096
1.538411134154825,1.182997170923606,1.644761034936331,0.1374792823811506,-32.82322896787395,17.834413859235838,-27.033840824386456
-1.699424020952394,-2.411617293192763,-1.05775232894378,-0.7481679650385165,76.68856318782707,1.7705768138840767,34.28311658744195
0.6549407076092238,2.902453411688428,4.567376293188056,0.42986550873698665,19.211687562583865,21.822783703266452,-34.54209975403967
1.153302563288162,0.746748310408075,2.3228398088238458,0.14997362941740375,-100.62444634265253,18.657165213183987,-26.893828094788656
-1.2150946822894846,1.757360305661566,-3.503760459703019,-0.7651070967313408,23.080110898713773,-0.024356270441273864,51.40418246952743
0.8119288490810864,-0.5633805301669175,3.3160413428347364,-0.31198585865665585,-11.469814363743936,25.954578171976692,-49.10627763318044
